auctionNo;auctionUniqueId;organization;auctionId;auctionStart;auctionEnd;auctionName;auctionVal;comparativePrice;winnerOffer;currency;invitationsCount;registeredParticipantsCount;activeParticipantsCount;winner;auctionType;category;subcategory;itemsCount;offerChangesCount;extensionsCount;country;percentageReductionMinStep;savingComparison
9488;198-116-6537;116;6537;2.10.2019 15:00;11.10.2019 15:30;nářadí;Jednotlivé položky;1247,376;350,48;CZK;32;8;8;4239;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;5;21;0;Česká republika;0,1;0,71902618
9489;198-116-6526;116;6526;1.10.2019 13:11;11.10.2019 15:30;Čaje, cukry hyg;Jednotlivé položky;15622,32;16564;CZK;19;2;2;4328;poptavka;Potraviny a nápoje;Nápoje;4;5;0;Česká republika;0,1;-0,060277859
9490;1430-28-650;28;650;4.10.2019 15:00;11.10.2019 15:34;Chains TUL;Jednotlivé položky;0;38827,22368;EUR;4;16;16;2185;ERMMA;Hutní materiál, kovy a slitiny;Řetězy;7;98;2;;0;0
9491;198-116-6531;116;6531;1.10.2019 15:30;11.10.2019 16:00;Požární materiá;Jednotlivé položky;0;25620;CZK;34;6;6;3965;poptavka;Stroje, zařízení, nástroje, nářadí;Zabezpečovací zařízení, hasící a požární pomůcky;5;15;0;Česká republika;0,1;0
9492;198-116-6532;116;6532;1.10.2019 15:30;11.10.2019 16:00;domácí potřeby;Jednotlivé položky;0;609;CZK;32;5;5;5015;poptavka;Stavebnictví;Instalaterský materiál a práce;2;6;0;Česká republika;0,1;0
9493;198-116-6487;116;6487;24.9.2019 14:30;11.10.2019 16:00;Náhradní díly;Jednotlivé položky;0;18240;CZK;30;7;7;4837;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;7;0;Česká republika;0,1;0
9494;198-116-6529;116;6529;1.10.2019 14:00;11.10.2019 16:30;armatury, kohou;Jednotlivé položky;0;427,5;CZK;43;5;5;4185;poptavka;Hutní materiál, kovy a slitiny;Roury, armatury a trubky;4;17;0;Česká republika;0,1;0
9495;198-116-6527;116;6527;1.10.2019 13:30;11.10.2019 17:00;Náhradní díly ;Jednotlivé položky;0;115177,8;CZK;1;3;3;4837;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;8;0;Česká republika;0,1;0
9496;1431-12-701;12;701;23.9.2019 10:30;11.10.2019 23:30;Výběrové řízení;Celková nabídka účastníka;0;2723850,36;CZK;3;23;23;769;poptavka;Elektro, elektromateriál;Osvětlení;1;381;0;;0,1;0
9497;106-77-6623;77;6623;1.10.2019 9:00;12.10.2019 9:00;Oprava oploteni;Celková nabídka účastníka;9105,75;10063,6935;EUR;1;5;5;10587;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;5;0;Slovenská republika;0,1;-0,105202043
9498;106-77-6624;77;6624;2.10.2019 14:00;12.10.2019 14:00;AB OZ Rožňava -;Celková nabídka účastníka;88849,6245;88733,337;EUR;1;13;13;10588;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;55;0;Slovenská republika;0,1;0,001308813
9499;1120-36-3022;36;3022;11.10.2019 13:35;14.10.2019 9:00;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;12;42;42;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;41;356;0;;0,1;0
9500;636-1-3418;1;3418;10.10.2019 7:30;14.10.2019 9:00;DESTIČKA BŘITOV;Celková nabídka účastníka;0;31290;CZK;35;17;17;2494;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;1;369;0;Česká republika;0,1;0
9501;291-107-4011;107;4011;11.10.2019 6:55;14.10.2019 9:20;Oprava vzduchov;Celková nabídka účastníka;78210;79000;EUR;3;4;4;5509;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;11;0;Slovenská republika;0,5;-0,01010101
9502;1453-28-1405;28;1405;9.10.2019 10:00;14.10.2019 10:00;závitové tyče ,;Celková nabídka účastníka;0;158243,4;CZK;6;13;13;3509;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;12;108;0;;0,1;0
9503;162-1-10193;1;10193;7.10.2019 10:00;14.10.2019 10:00;Zarážka železni;Celková nabídka účastníka;1728;1958,43;EUR;8;2;2;95;poptavka;Dopravní služby, auto-moto a příslušenství;Železniční doprava;1;2;0;Slovenská republika;0,1;-0,133350694
9504;291-107-4010;107;4010;10.10.2019 11:10;14.10.2019 10:27;VÁHA ANALYTICKÁ;Celková nabídka účastníka;1401,4;1396,5;EUR;4;10;10;7550;ERMMA;Chemie;Laboratorní vybavení, příslušenství, nábytek a přístroje;1;64;7;Slovenská republika;0;0,003496503
9505;198-114-6556;114;6556;10.10.2019 10:00;14.10.2019 10:36;Nákup Dowanolu ;Celková nabídka účastníka;157437;150506,1;CZK;1;4;4;4615;ERMMA;Chemie;Chemické látky;1;23;3;Česká republika;0,5;0,044023324
9506;1072-6-938;6;938;10.10.2019 9:30;14.10.2019 10:42;Výběrové řízení;Jednotlivé položky;0;155575;CZK;14;10;10;166;ERMMA;Odpadové hospodářství;Šrot a kovový odpad;5;158;109;;0,1;0
9507;585-1-4010;1;4010;7.10.2019 9:30;14.10.2019 10:55;Elektrické polo;Celková nabídka účastníka;8695,09;7139,2;EUR;3;10;10;4194;ERMMA;Zdravotnictví;Zdravotnický nábytek;2;64;0;Slovenská republika;0,5;0,178938918
9508;148-88-5855;88;5855;11.10.2019 11:00;14.10.2019 11:23;Plech tl. hladk;Jednotlivé položky;52567,2;53539,2;CZK;7;11;11;6704;ERMMA;Hutní materiál, kovy a slitiny;Plechy;1;37;4;Česká republika;0,3;-0,018490618
9509;106-91-6640;91;6640;9.10.2019 11:00;14.10.2019 12:00;Búranie HB Hron;Celková nabídka účastníka;12825;13728;EUR;2;4;4;9996;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;5;0;Slovenská republika;0,1;-0,070409357
9510;106-99-6638;99;6638;8.10.2019 14:00;14.10.2019 12:00;KAMEROVÝ SYSTÉM;Celková nabídka účastníka;24803,7216;23469,683;EUR;2;5;5;10600;ERMMA;Počítače, IT a telekomunikační služby;Telekomunikační služby a zařízení;1;6;0;Slovenská republika;0,1;0,053783808
9511;80-13-3781;13;3781;27.9.2019 12:00;14.10.2019 12:00; [ZRUŠENO]  Zim;Celková nabídka účastníka;260000;446375;CZK;10;6;6;7928;poptavka;Úklid, úklidové služby;Správa a údržba komunikací;4;10;0;Česká republika;0,1;-0,716826923
9512;585-1-4007;1;4007;8.10.2019 8:00;14.10.2019 12:20;Mlieko a mliečn;Celková nabídka účastníka;28221,9691;32665,0614;EUR;1;7;7;627;ERMMA;Potraviny a nápoje;Mléko a mléčné výrobky;61;574;0;Slovenská republika;0,5;-0,157433816
9513;148-88-5854;88;5854;11.10.2019 11:00;14.10.2019 13:00;PLECH TLUSTY HL;Jednotlivé položky;0;85263,36;CZK;4;14;14;6636;poptavka;Hutní materiál, kovy a slitiny;Plechy;1;40;0;Česká republika;0,1;0
9514;1120-36-3023;36;3023;14.10.2019 10:03;14.10.2019 13:03;profily-14.10.2;Multikriteriální hodnocení;0;0;EUR;12;43;43;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;8;504;0;;0,1;0
9515;1474-1-2416;1;2416;9.10.2019 13:00;14.10.2019 13:20;Nákup zdravotni;Celková nabídka účastníka;0;100940;CZK;0;36;36;1596;ERMMA;Zdravotnictví;Zdravotnický materiál;4;210;0;;0,1;0
9516;106-99-6639;99;6639;8.10.2019 14:30;14.10.2019 13:30;KAMEROVÝ SYSTÉM;Celková nabídka účastníka;16585,7508;14372,2595;EUR;2;6;6;10600;ERMMA;Počítače, IT a telekomunikační služby;Telekomunikační služby a zařízení;1;76;0;Slovenská republika;0,1;0,133457407
9517;1120-36-3024;36;3024;14.10.2019 10:44;14.10.2019 13:44;plechy-14.10.20;Multikriteriální hodnocení;0;0;EUR;12;34;34;0;poptavka;Hutní materiál, kovy a slitiny;Plechy;8;177;0;;0,1;0
9518;1120-36-3025;36;3025;14.10.2019 10:47;15.10.2019 8:47;Profily AB MIX ;Multikriteriální hodnocení;0;7673,9166;EUR;13;49;49;9236;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;12;344;0;;0,1;0
9519;636-1-3427;1;3427;11.10.2019 9:00;15.10.2019 10:00;Předlisek ze sl;Celková nabídka účastníka;0;31248;CZK;10;17;17;713;poptavka;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;1;510;0;Česká republika;0,1;0
9520;636-1-3425;1;3425;11.10.2019 8:00;15.10.2019 10:00;Ložisko soud.2ř;Celková nabídka účastníka;0;182460,1728;CZK;23;22;22;2628;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;2;541;0;Česká republika;0,1;0
9521;636-1-3412;1;3412;8.10.2019 8:15;15.10.2019 10:00;Kompresor písto;Celková nabídka účastníka;0;25792;CZK;10;23;23;550;poptavka;Stroje, zařízení, nástroje, nářadí;Pneumatické zařízení, stroje a válce;1;203;0;Česká republika;0,1;0
9522;154-52-7082;52;7082;14.10.2019 7:00;15.10.2019 10:20;Poptávka přepra;Celková nabídka účastníka;0;579,15;EUR;52;5;5;2751;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;44;20;Česká republika;0;0
9523;1120-36-3026;36;3026;14.10.2019 14:24;15.10.2019 10:24;plechy-14.10.20;Jednotlivé položky;0;37354,1733;EUR;5;39;39;9229;poptavka;Hutní materiál, kovy a slitiny;Plechy;10;233;0;;0,1;0
9524;1119-55-2170;55;2170;10.10.2019 10:00;15.10.2019 11:00;Ocelový odpad d;Celková nabídka účastníka;1334880;515000;CZK;9;25;25;5834;ERMMA;Odpadové hospodářství;Šrot a kovový odpad;1;189;0;;1;0,614197531
9525;106-77-6632;77;6632;8.10.2019 10:00;15.10.2019 11:30;Prístrešok pre ;Celková nabídka účastníka;139400,1;166342,94;EUR;4;10;10;10594;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;18;0;Slovenská republika;0,1;-0,193277049
9526;258-20-1322;20;1322;14.10.2019 13:00;15.10.2019 13:00;Visačky, návody;Celková nabídka účastníka;0;22456,163;CZK;4;7;7;3181;poptavka;Marketing, reklama a tisk;Tisk, tiskařské služby;11;56;0;CZ;0,1;0
9527;1105-60-3089;60;3089;10.10.2019 9:15;15.10.2019 13:00;Plochá ocel   a;Jednotlivé položky;500520,104;484912,0416;CZK;30;30;30;10013;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;7;939;0;;0,1;0,031183687
9528;259-6-511;6;511;8.10.2019 12:00;15.10.2019 13:00;9082/38-19 Mycí;Celková nabídka účastníka;0;841740,06;CZK;2;12;12;630;poptavka;Chemie;Laboratorní vybavení, příslušenství, nábytek a přístroje;1;103;0;Česká republika;0,1;0
9529;636-1-3390;1;3390;27.9.2019 8:30;15.10.2019 13:26;Housenicový člá;Celková nabídka účastníka;0;1658700;CZK;11;17;17;198;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;79;13;Česká republika;0,1;0
9530;1120-36-3027;36;3027;15.10.2019 10:54;15.10.2019 13:54;plechy-15.10.20;Jednotlivé položky;0;221,6655;EUR;6;29;29;9814;poptavka;Hutní materiál, kovy a slitiny;Plechy;4;396;0;;0,1;0
9531;84-74-2936;74;2936;18.9.2019 13:48;16.10.2019 8:20;Dodávka a výměn;Multikriteriální hodnocení;0;70010;CZK;7;22;22;5879;ERMMA;Stroje, zařízení, nástroje, nářadí;Dopravníkové pásy, drtící stroje;3;162;5;Česká republika;0,1;0
9532;1129-105-2926;105;2926;10.9.2019 12:00;16.10.2019 8:45;Výměna lina bl.;Multikriteriální hodnocení;873000;848406,62;CZK;9;33;33;11755;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;75;0;;0;0,028171111
9533;1105-60-3092;60;3092;15.10.2019 12:30;16.10.2019 9:00;Silniční doprav;Celková nabídka účastníka;0;209171;CZK;48;25;25;11012;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;5;270;0;;0;0
9534;148-88-5858;88;5858;15.10.2019 12:09;16.10.2019 9:00;"Kari sítě 8/8; ";Celková nabídka účastníka;0;31440,42;CZK;9;6;6;6704;poptavka;Stavebnictví;Stavební materiály;1;7;0;Česká republika;0,1;0
9535;636-1-3403;1;3403;2.10.2019 15:00;16.10.2019 10:00;Přenosná vrtačk;Celková nabídka účastníka;61800;92715;CZK;22;19;19;62;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;1;205;0;Česká republika;1;-0,500242718
9536;102-143-2388;143;2388;1.10.2019 11:00;16.10.2019 10:20;Rozrabkáreň div;Celková nabídka účastníka;17844,33;16987,36;EUR;1;27;27;8330;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;92;0;Slovenská republika;0,1;0,048024779
9537;636-1-3420;1;3420;10.10.2019 9:30;16.10.2019 11:00;Ruční ohýbačka ;Celková nabídka účastníka;0;19667,85;CZK;23;12;12;199;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;1;41;0;Česká republika;0,1;0
9538;198-116-6542;116;6542;8.10.2019 10:30;16.10.2019 11:00;Ložiska;Jednotlivé položky;12678,6;12000;CZK;25;10;10;5511;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;2;21;0;Česká republika;0,1;0,05352326
9539;1465-19-1899;19;1899;16.10.2019 10:30;16.10.2019 11:14;No to Trnava;Jednotlivé položky;0;128,75;EUR;16;7;7;1705;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;18;2;;0;0
9540;148-88-5857;88;5857;15.10.2019 10:30;16.10.2019 11:30; POBJ 44530;Celková nabídka účastníka;0;130680;CZK;10;7;7;6659;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;1;11;0;Česká republika;0,1;0
9541;198-116-6543;116;6543;8.10.2019 11:00;16.10.2019 11:30;Ředidlo;Jednotlivé položky;193,05;202;CZK;21;7;7;3872;poptavka;Chemie;Barvy, ředidla a laky;1;7;0;Česká republika;0,1;-0,046361046
9542;198-116-6544;116;6544;8.10.2019 11:00;16.10.2019 11:30;Trubka PPR;Jednotlivé položky;2275,8532;2277,52;CZK;19;6;6;5015;poptavka;Stavebnictví;Instalaterský materiál a práce;3;13;0;Česká republika;0,1;-0,000732385
9543;154-52-7083;52;7083;16.10.2019 9:00;16.10.2019 11:34;Poptávka přepra;Celková nabídka účastníka;0;315;EUR;49;5;5;4683;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;15;4;Česká republika;0;0
9544;198-116-6541;116;6541;4.10.2019 11:30;16.10.2019 12:00;Nářadí;Jednotlivé položky;16841,1628;121,68;CZK;51;14;14;3867;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;10;60;0;Česká republika;0,1;0,992774846
9545;1481-50-2396;50;2396;2.10.2019 16:00;16.10.2019 12:00;Projekt na reko;Multikriteriální hodnocení;0;204750;CZK;8;30;30;9502;poptavka;Stavebnictví;Dopravní stavby;1;124;0;;0,1;0
9546;1481-50-2377;50;2377;30.9.2019 9:30;16.10.2019 12:00;Pořízení pískov;Multikriteriální hodnocení;0;39195,09;CZK;14;28;28;9493;poptavka;Stroje, zařízení, nástroje, nářadí;Průmyslové stroje;1;106;0;;0,1;0
9547;1120-36-3028;36;3028;16.10.2019 8:35;16.10.2019 12:35;Profily AB MIX ;Jednotlivé položky;0;546,54837;EUR;16;44;44;9243;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;32;490;0;;0,1;0
9548;1105-60-3094;60;3094;16.10.2019 8:30;16.10.2019 13:00;Silniční doprav;Celková nabídka účastníka;0;47470;CZK;47;40;40;8940;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;329;0;;0;0
9549;1459-1-1353;1;1353;11.10.2019 8:00;16.10.2019 13:00;DEM08-19 – Odst;Jednotlivé položky;73500;66264;CZK;3;15;15;3944;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;120;0;;0;0,09844898
9550;1120-36-3029;36;3029;16.10.2019 8:51;16.10.2019 13:01;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;14;29;29;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;24;127;0;;0,1;0
9551;1120-36-3030;36;3030;16.10.2019 10:19;16.10.2019 13:19;profily-16.10.2;Multikriteriální hodnocení;0;0;EUR;10;38;38;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;6;701;0;;0,1;0
9552;198-116-6547;116;6547;8.10.2019 13:00;16.10.2019 13:30;Těsnící materiá;Jednotlivé položky;8112,32;2100;CZK;28;4;4;4152;poptavka;Stroje, zařízení, nástroje, nářadí;Těsnění, ventily;2;10;0;Česká republika;0,1;0,741134472
9553;1120-36-3031;36;3031;16.10.2019 10:41;16.10.2019 13:41;plechy-16.10.20;Jednotlivé položky;0;1636;EUR;11;22;22;9896;poptavka;Hutní materiál, kovy a slitiny;Plechy;6;146;0;;0,1;0
9554;106-79-6611;79;6611;26.9.2019 14:00;16.10.2019 14:00;LC Majdán - Par;Celková nabídka účastníka;0;85474,901;EUR;2;4;4;6869;ERMMA;Stavebnictví;Dopravní stavby;1;6;0;Slovenská republika;0,1;0
9555;198-116-6548;116;6548;8.10.2019 14:30;16.10.2019 15:00;Nářadí;Jednotlivé položky;11467,4976;1953;CZK;46;10;10;5437;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;6;447;0;Česká republika;0,1;0,829692574
9556;1120-36-3032;36;3032;16.10.2019 14:14;17.10.2019 8:14;Profily AB MIX ;Multikriteriální hodnocení;0;2315,0493;EUR;15;35;35;9365;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;11;260;0;;0,1;0
9557;84-74-2931;74;2931;3.10.2019 10:11;17.10.2019 8:30;Dodávka náhradn;Celková nabídka účastníka;0;6865727,4;CZK;5;34;34;5612;poptavka;Stroje, zařízení, nástroje, nářadí;Dopravníkové pásy, drtící stroje;91;506;0;Česká republika;0,1;0
9558;1105-60-3095;60;3095;16.10.2019 12:30;17.10.2019 9:00;Silniční doprav;Celková nabídka účastníka;0;28910;CZK;47;34;34;10081;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;561;0;;0;0
9559;148-88-5860;88;5860;16.10.2019 9:55;17.10.2019 9:00;Kabel - Akce: &;Celková nabídka účastníka;0;8036,82;CZK;7;10;10;6593;poptavka;Elektro, elektromateriál;Izolátory a ostatní elektromateriál;1;15;0;Česká republika;0,1;0
9560;162-1-10207;1;10207;14.10.2019 8:50;17.10.2019 9:00;Tanier vonkajší;Celková nabídka účastníka;480,15;446,505;EUR;10;3;3;70;poptavka;Dopravní služby, auto-moto a příslušenství;Železniční doprava;1;3;0;Slovenská republika;0,1;0,070071853
9561;80-2-3779;2;3779;24.9.2019 9:00;17.10.2019 9:00;Výměna věžového;Celková nabídka účastníka;98000;248724;CZK;9;9;9;3968;ERMMA;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;15;0;Česká republika;0;-1,538
9562;198-116-6471;116;6471;18.9.2019 9:30;17.10.2019 9:00;armatury, vsuvk;Jednotlivé položky;0;363;CZK;47;7;7;5374;poptavka;Hutní materiál, kovy a slitiny;Roury, armatury a trubky;7;16;0;Česká republika;0,1;0
9563;291-107-4014;107;4014;15.10.2019 7:30;17.10.2019 9:21;Inovácia host s;Celková nabídka účastníka;79101;77765;EUR;3;8;8;5608;ERMMA;Počítače, IT a telekomunikační služby;Hardware a příslušenství;1;30;1;Slovenská republika;0,5;0,016889799
9564;636-1-3429;1;3429;15.10.2019 7:30;17.10.2019 9:22;Ložiska ZKL;Celková nabídka účastníka;0;9447,8;CZK;26;14;14;1174;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;2;512;11;Česká republika;0,1;0
9565;636-3-3410;3;3410;7.10.2019 9:00;17.10.2019 10:16;Oprava betonový;Celková nabídka účastníka;0;452480;CZK;14;12;12;410;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;41;8;Česká republika;0,1;0
9566;344-121-3663;121;3663;11.10.2019 12:00;17.10.2019 10:17;Maintenance pro;Celková nabídka účastníka;0;1314228,702;CZK;5;14;14;475185;ERMMA;Počítače, IT a telekomunikační služby;Software a informační systémy;5;145;47;Česká republika;0,1;0
9567;1072-6-939;6;939;14.10.2019 13:00;17.10.2019 10:20;Výběrové řízení;Jednotlivé položky;0;443379,0788;CZK;10;9;9;2946;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;6;50;0;;0,1;0
9568;22-83-1883;83;1883;14.10.2019 14:30;17.10.2019 10:21;HW - SSD disky ;Celková nabídka účastníka;0;88470,9;CZK;4;12;12;4697;ERMMA;Počítače, IT a telekomunikační služby;Hardware a příslušenství;2;46;14;Česká republika;0,1;0
9569;291-107-4015;107;4015;15.10.2019 7:46;17.10.2019 10:24;Inovácia firewa;Celková nabídka účastníka;65995;61557;EUR;4;8;8;5754;ERMMA;Počítače, IT a telekomunikační služby;Hardware a příslušenství;1;90;4;Slovenská republika;0,5;0,067247519
9570;80-5-3764;5;3764;26.9.2019 10:00;17.10.2019 10:38;Audit stávající;Celková nabídka účastníka;102000;94050;CZK;7;12;12;6885;ERMMA;Inženýrská činnost;Znalecké a auditorské služby;1;65;4;Česká republika;0,1;0,077941176
9571;198-116-6533;116;6533;1.10.2019 16:00;17.10.2019 11:00;Malířské potřeb;Jednotlivé položky;1974,96;75;CZK;30;4;4;3872;poptavka;Chemie;Barvy, ředidla a laky;3;7;0;Česká republika;0,1;0,962024547
9572;291-107-4016;107;4016;15.10.2019 7:56;17.10.2019 11:24;Inovácia hlavný;Celková nabídka účastníka;71250;72244,2;EUR;5;12;12;5754;ERMMA;Počítače, IT a telekomunikační služby;Hardware a příslušenství;1;110;4;Slovenská republika;0,5;-0,013953684
9573;1105-60-3097;60;3097;17.10.2019 8:30;17.10.2019 12:00;Silniční doprav;Celková nabídka účastníka;0;9975;CZK;45;44;44;8956;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;628;0;;0;0
9574;80-13-3795;13;3795;10.10.2019 11:00;17.10.2019 12:10;Dodávka 40% roz;Celková nabídka účastníka;7140000;6389760;CZK;9;10;10;7265;ERMMA;Chemie;Chemické látky;1;20;0;Česká republika;0;0,10507563
9575;1197-8-743;8;743;8.10.2019 12:00;17.10.2019 13:00;Dostawa fabrycz;Multikriteriální hodnocení;0;41862,702;PLN;7;17;17;988;ERMMA;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;273;0;;0,1;0
9576;1120-36-3033;36;3033;17.10.2019 10:25;17.10.2019 13:25;plechy-17.10.20;Multikriteriální hodnocení;0;5170,5432;EUR;6;32;32;9592;poptavka;Hutní materiál, kovy a slitiny;Plechy;4;94;0;;0,1;0
9577;468-1-619;1;619;10.10.2019 18:00;17.10.2019 14:10;Syr EIDAM TEHLA;Celková nabídka účastníka;0;129368;EUR;11;17;17;584;ERMMA;Potraviny a nápoje;Mléko a mléčné výrobky;1;177;0;Slovenská republika;0,5;0
9578;1120-36-3034;36;3034;17.10.2019 12:41;18.10.2019 8:41;profily-17.10.2;Jednotlivé položky;0;243,672;EUR;9;22;22;9592;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;9;507;0;;0,1;0
9579;148-88-5859;88;5859;15.10.2019 14:00;18.10.2019 8:55;Plech tl. hladk;Jednotlivé položky;42912;41932,8;CZK;6;12;12;6636;ERMMA;Hutní materiál, kovy a slitiny;Plechy;1;50;5;Česká republika;0,3;0,022818792
9580;1105-60-3099;60;3099;17.10.2019 12:40;18.10.2019 9:00;Silniční doprav;Celková nabídka účastníka;0;25500;CZK;47;24;24;10834;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;181;0;;0;0
9581;1120-36-3035;36;3035;17.10.2019 13:00;18.10.2019 9:45;Profily AB  MIX;Multikriteriální hodnocení;0;0;EUR;14;45;45;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;13;425;0;;0,1;0
9582;1119-55-2169;55;2169;4.10.2019 10:00;18.10.2019 10:00;Vzduchem chlaze;Celková nabídka účastníka;0;43156,2;EUR;13;22;22;9002;poptavka;Stroje, zařízení, nástroje, nářadí;Čerpadla a kompresory;1;347;0;;0,1;0
9583;102-146-2395;146;2395;17.10.2019 8:00;18.10.2019 10:20;Modernizácia pr;Celková nabídka účastníka;42211,89;41704,05;EUR;1;24;24;8234;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;67;0;SK;0,1;0,012030734
9584;148-88-5861;88;5861;17.10.2019 5:35;18.10.2019 11:00;Svítidla - &quo;Celková nabídka účastníka;0;200631,96;CZK;8;9;9;6593;poptavka;Elektro, elektromateriál;Izolátory a ostatní elektromateriál;4;117;0;Česká republika;0,1;0
9585;148-88-5863;88;5863;18.10.2019 9:45;18.10.2019 12:23;Plech tl. hladk;Jednotlivé položky;122765,7;119886;CZK;3;6;6;6636;ERMMA;Hutní materiál, kovy a slitiny;Plechy;1;13;4;Česká republika;0,3;0,023456878
9586;374-1-91;1;91;15.10.2019 7:00;18.10.2019 13:00;Oteruvzdorné pl;Celková nabídka účastníka;0;42393,74;EUR;2;3;3;580;poptavka;Hutní materiál, kovy a slitiny;Plechy;8;35;0;Slovenská republika;0,1;0
9587;1120-36-3036;36;3036;18.10.2019 10:48;18.10.2019 13:48;plechy-18.10.20;Multikriteriální hodnocení;0;9677,22;EUR;12;28;28;10044;poptavka;Hutní materiál, kovy a slitiny;Plechy;7;184;0;;0,1;0
9588;1105-60-3093;60;3093;15.10.2019 15:30;18.10.2019 14:00;Plochá ocel   a;Jednotlivé položky;472323,544;238310,82;CZK;30;26;26;5869;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;3;336;0;;0,1;0,495450051
9589;374-1-92;1;92;15.10.2019 7:00;18.10.2019 15:00;Pogumované dosk;Celková nabídka účastníka;0;35,0064;EUR;3;2;2;1159;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;3;6;0;Slovenská republika;0,1;0
9590;374-1-93;1;93;15.10.2019 7:00;18.10.2019 15:00;Pneumatiky na n;Celková nabídka účastníka;0;23476;EUR;-1;1;1;1160;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;3;3;0;Slovenská republika;0,1;0
9591;198-116-6565;116;6565;14.10.2019 12:35;18.10.2019 15:00;Spojovací mater;Jednotlivé položky;12340;11088;CZK;38;8;8;4813;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;7;33;0;Česká republika;0,1;0,101458671
9592;198-116-6564;116;6564;14.10.2019 12:21;18.10.2019 15:00;Čerpadlo nabídk;Jednotlivé položky;0;20658,144;CZK;48;9;9;4061;poptavka;Stroje, zařízení, nástroje, nářadí;Čerpadla a kompresory;1;10;0;Česká republika;0,1;0
9593;198-116-6555;116;6555;9.10.2019 12:39;18.10.2019 15:00;Spojovací mater;Jednotlivé položky;0;2185,47;CZK;39;9;9;5015;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;8;54;0;Česká republika;0,1;0
9594;198-116-6554;116;6554;9.10.2019 12:34;18.10.2019 15:00;Software nabídk;Jednotlivé položky;0;1961,28;CZK;44;5;5;4255;poptavka;Počítače, IT a telekomunikační služby;Software a informační systémy;2;8;0;Česká republika;0,1;0
